,Indicator Category,Indicator Code,Indicator,Reporting Economy Code,Reporting Economy,Partner Economy Code,Partner Economy,Product/Sector Classification Code,Product/Sector Classification,Product/Sector Code,Product/Sector,Period Code,Period,Frequency Code,Frequency,Unit Code,Unit,Year,Value Flag Code,Value Flag,Text Value,Value,Origin Firm,Origin Firm Profit,Origin output,#trading partners,destination Firm,destination Firm Profit,destination output,distance between origin and destination,colonised(1/0),common_lang(1/0),hsbc presence in destination,gdp of source,Percet Import,Y
864,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",458,Malaysia,HS,Harmonized System,11,Products of the milling industry; malt; starches; inulin; wheat gluten,A,Annual,A,Annual,USD,US$,2017,,,,21676022.46,"Products of the milling industry; malt; starches; inulin; wheat gluten - Hong Kong, China- Ltd.",11528327.48,76855516.53,23,Products of the milling industry; malt; starches; inulin; wheat gluten - Malaysia- Ltd.,3251403.369,21676022.46,2402,1,1,1,3.15E+11,100,1
865,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",458,Malaysia,HS,Harmonized System,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder",A,Annual,A,Annual,USD,US$,2017,,,,2802430.95,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder - Hong Kong, China- Ltd.",6460920.407,43072802.72,22,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder - Malaysia- Ltd.",420364.6425,2802430.95,2402,1,1,1,3.15E+11,100,1
866,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",458,Malaysia,HS,Harmonized System,13,"Lac; gums, resins and other vegetable saps and extracts",A,Annual,A,Annual,USD,US$,2017,,,,525576.6208,"Lac; gums, resins and other vegetable saps and extracts - Hong Kong, China- Ltd.",1229206.256,8194708.372,22,"Lac; gums, resins and other vegetable saps and extracts - Malaysia- Ltd.",78836.49312,525576.6208,2402,1,1,1,3.15E+11,100,1
867,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",458,Malaysia,HS,Harmonized System,15,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes,A,Annual,A,Annual,USD,US$,2017,,,,17402255.54,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes - Hong Kong, China- Ltd.",901249877.7,6008332518,44,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes - Malaysia- Ltd.,2610338.331,17402255.54,2402,1,1,1,3.15E+11,100,1
868,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",458,Malaysia,HS,Harmonized System,16,"Preparations of meat, of fish or of crustaceans, molluscs or other aquatic invertebrates",A,Annual,A,Annual,USD,US$,2017,,,,21056930.68,"Preparations of meat, of fish or of crustaceans, molluscs or other aquatic invertebrates - Hong Kong, China- Ltd.",37074069.15,247160461,23,"Preparations of meat, of fish or of crustaceans, molluscs or other aquatic invertebrates - Malaysia- Ltd.",3158539.602,21056930.68,2402,1,1,1,3.15E+11,100,1
869,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",458,Malaysia,HS,Harmonized System,17,Sugars and sugar confectionery,A,Annual,A,Annual,USD,US$,2017,,,,22726887.24,"Sugars and sugar confectionery - Hong Kong, China- Ltd.",24677281.35,164515209,29,Sugars and sugar confectionery - Malaysia- Ltd.,3409033.086,22726887.24,2402,1,1,1,3.15E+11,100,1
870,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",458,Malaysia,HS,Harmonized System,18,Cocoa and cocoa preparations,A,Annual,A,Annual,USD,US$,2017,,,,9509589.067,"Cocoa and cocoa preparations - Hong Kong, China- Ltd.",131895157.6,879301050.5,36,Cocoa and cocoa preparations - Malaysia- Ltd.,1426438.36,9509589.067,2402,1,1,1,3.15E+11,100,1
871,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",458,Malaysia,HS,Harmonized System,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",A,Annual,A,Annual,USD,US$,2017,,,,25144124.85,"Preparations of cereals, flour, starch or milk; pastrycooks' products - Hong Kong, China- Ltd.",117728649.8,784857665.4,39,"Preparations of cereals, flour, starch or milk; pastrycooks' products - Malaysia- Ltd.",3771618.728,25144124.85,2402,1,1,1,3.15E+11,100,1
872,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",458,Malaysia,HS,Harmonized System,20,"Preparations of vegetables, fruit, nuts or other parts of plants",A,Annual,A,Annual,USD,US$,2017,,,,14631026.98,"Preparations of vegetables, fruit, nuts or other parts of plants - Hong Kong, China- Ltd.",20059500,133730000,34,"Preparations of vegetables, fruit, nuts or other parts of plants - Malaysia- Ltd.",2194654.047,14631026.98,2402,1,1,1,3.15E+11,100,1
873,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",458,Malaysia,HS,Harmonized System,21,Miscellaneous edible preparations,A,Annual,A,Annual,USD,US$,2017,,,,63606324.58,"Miscellaneous edible preparations - Hong Kong, China- Ltd.",124878612.6,832524083.8,41,Miscellaneous edible preparations - Malaysia- Ltd.,9540948.687,63606324.58,2402,1,1,1,3.15E+11,100,1
874,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",458,Malaysia,HS,Harmonized System,22,"Beverages, spirits and vinegar",A,Annual,A,Annual,USD,US$,2017,,,,23979552.05,"Beverages, spirits and vinegar - Hong Kong, China- Ltd.",56428120.65,376187471,31,"Beverages, spirits and vinegar - Malaysia- Ltd.",3596932.808,23979552.05,2402,1,1,1,3.15E+11,100,1
875,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",458,Malaysia,HS,Harmonized System,23,Residues and waste from the food industries; prepared animal fodder,A,Annual,A,Annual,USD,US$,2017,,,,594499.7273,"Residues and waste from the food industries; prepared animal fodder - Hong Kong, China- Ltd.",72095907.1,480639380.7,27,Residues and waste from the food industries; prepared animal fodder - Malaysia- Ltd.,89174.9591,594499.7273,2402,1,1,1,3.15E+11,100,1
876,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",458,Malaysia,HS,Harmonized System,24,Tobacco and manufactured tobacco substitutes,A,Annual,A,Annual,USD,US$,2017,,,,2484439.996,"Tobacco and manufactured tobacco substitutes - Hong Kong, China- Ltd.",12951649.11,86344327.4,18,Tobacco and manufactured tobacco substitutes - Malaysia- Ltd.,372665.9994,2484439.996,2402,1,1,1,3.15E+11,100,1
877,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",458,Malaysia,HS,Harmonized System,25,"Salt; sulphur; earths and stone; plastering materials, lime and cement",A,Annual,A,Annual,USD,US$,2017,,,,511782.3758,"Salt; sulphur; earths and stone; plastering materials, lime and cement - Hong Kong, China- Ltd.",114288992.7,761926618.1,31,"Salt; sulphur; earths and stone; plastering materials, lime and cement - Malaysia- Ltd.",76767.35637,511782.3758,2402,1,1,1,3.15E+11,100,1
878,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",458,Malaysia,HS,Harmonized System,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",A,Annual,A,Annual,USD,US$,2017,,,,279742839.1,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes - Hong Kong, China- Ltd.",5774950428,38499669522,32,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes - Malaysia- Ltd.",41961425.87,279742839.1,2402,1,1,1,3.15E+11,100,1
879,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",458,Malaysia,HS,Harmonized System,28,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rareearth metals, of radioactive elements or of isotopes",A,Annual,A,Annual,USD,US$,2017,,,,4012435.89,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rareearth metals, of radioactive elements or of isotopes - Hong Kong, China- Ltd.",84147345.8,560982305.3,29,"Inorganic chemicals; organic or inorganic compounds of precious metals, of rareearth metals, of radioactive elements or of isotopes - Malaysia- Ltd.",601865.3835,4012435.89,2402,1,1,1,3.15E+11,100,1
880,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",458,Malaysia,HS,Harmonized System,29,Organic chemicals,A,Annual,A,Annual,USD,US$,2017,,,,6098941.905,"Organic chemicals - Hong Kong, China- Ltd.",486194853.1,3241299021,44,Organic chemicals - Malaysia- Ltd.,914841.2858,6098941.905,2402,1,1,1,3.15E+12,100,1
881,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",458,Malaysia,HS,Harmonized System,30,Pharmaceutical products,A,Annual,A,Annual,USD,US$,2017,,,,25063003.37,"Pharmaceutical products - Hong Kong, China- Ltd.",25508761.36,170058409.1,36,Pharmaceutical products - Malaysia- Ltd.,3759450.506,25063003.37,2402,1,1,1,3.15E+12,100,1
882,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",458,Malaysia,HS,Harmonized System,31,Fertilisers,A,Annual,A,Annual,USD,US$,2017,,,,546065.762,"Fertilisers - Hong Kong, China- Ltd.",43102022.98,287346819.8,18,Fertilisers - Malaysia- Ltd.,81909.8643,546065.762,2402,1,1,1,3.15E+12,100,1
883,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",458,Malaysia,HS,Harmonized System,32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints and varnishes; putty and other mastics; inks",A,Annual,A,Annual,USD,US$,2017,,,,9419723.735,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints and varnishes; putty and other mastics; inks - Hong Kong, China- Ltd.",101948597.5,679657316.9,42,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints and varnishes; putty and other mastics; inks - Malaysia- Ltd.",1412958.56,9419723.735,2402,1,1,1,3.15E+12,100,1
884,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",458,Malaysia,HS,Harmonized System,33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",A,Annual,A,Annual,USD,US$,2017,,,,24115747.73,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations - Hong Kong, China- Ltd.",32568219.55,217121463.7,42,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations - Malaysia- Ltd.",3617362.16,24115747.73,2402,1,1,1,3.15E+12,100,1
885,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",458,Malaysia,HS,Harmonized System,34,"Soap, organic surfaceactive agents, washing preparations, lubricating preparations, artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes",A,Annual,A,Annual,USD,US$,2017,,,,11866374.49,"Soap, organic surfaceactive agents, washing preparations, lubricating preparations, artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes - Hong Kong, China- Ltd.",77613225.05,517421500.3,44,"Soap, organic surfaceactive agents, washing preparations, lubricating preparations, artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes - Malaysia- Ltd.",1779956.174,11866374.49,2402,1,1,1,3.15E+12,100,1
886,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",458,Malaysia,HS,Harmonized System,35,Albuminoidal substances; modified starches; glues; enzymes,A,Annual,A,Annual,USD,US$,2017,,,,2018392.198,"Albuminoidal substances; modified starches; glues; enzymes - Hong Kong, China- Ltd.",14774733.2,98498221.33,41,Albuminoidal substances; modified starches; glues; enzymes - Malaysia- Ltd.,302758.8297,2018392.198,2402,1,1,1,3.15E+12,100,1
887,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",458,Malaysia,HS,Harmonized System,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,A,Annual,A,Annual,USD,US$,2017,,,,37179.0973,"Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations - Hong Kong, China- Ltd.",1349365.807,8995772.046,15,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations - Malaysia- Ltd.,5576.864595,37179.0973,2402,1,1,1,3.15E+12,100,1
888,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",458,Malaysia,HS,Harmonized System,37,Photographic or cinematographic goods,A,Annual,A,Annual,USD,US$,2017,,,,7746829.372,"Photographic or cinematographic goods - Hong Kong, China- Ltd.",22591574.17,150610494.5,32,Photographic or cinematographic goods - Malaysia- Ltd.,1162024.406,7746829.372,2402,1,1,1,3.15E+12,100,1
889,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",458,Malaysia,HS,Harmonized System,38,Miscellaneous chemical products,A,Annual,A,Annual,USD,US$,2017,,,,11605997.5,"Miscellaneous chemical products - Hong Kong, China- Ltd.",501719876.4,3344799176,44,Miscellaneous chemical products - Malaysia- Ltd.,1740899.625,11605997.5,2402,1,1,1,3.15E+12,100,1
890,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",458,Malaysia,HS,Harmonized System,39,Plastics and articles thereof,A,Annual,A,Annual,USD,US$,2017,,,,190737619.7,"Plastics and articles thereof - Hong Kong, China- Ltd.",771028633.3,5140190889,45,Plastics and articles thereof - Malaysia- Ltd.,28610642.96,190737619.7,2402,1,1,1,3.15E+12,100,1
891,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",458,Malaysia,HS,Harmonized System,40,Rubber and articles thereof,A,Annual,A,Annual,USD,US$,2017,,,,43175592.98,"Rubber and articles thereof - Hong Kong, China- Ltd.",983762312.6,6558415418,44,Rubber and articles thereof - Malaysia- Ltd.,6476338.947,43175592.98,2402,1,1,1,3.15E+12,100,1
892,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",458,Malaysia,HS,Harmonized System,41,Raw hides and skins (other than furskins) and leather,A,Annual,A,Annual,USD,US$,2017,,,,633314.0859,"Raw hides and skins (other than furskins) and leather - Hong Kong, China- Ltd.",1766523.019,11776820.13,19,Raw hides and skins (other than furskins) and leather - Malaysia- Ltd.,94997.11289,633314.0859,2402,1,1,1,3.15E+12,100,1
893,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",458,Malaysia,HS,Harmonized System,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut)",A,Annual,A,Annual,USD,US$,2017,,,,479437.9752,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut) - Hong Kong, China- Ltd.",5929922.574,39532817.16,40,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silkworm gut) - Malaysia- Ltd.",71915.69628,479437.9752,2402,1,1,1,3.15E+12,100,1
894,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",458,Malaysia,HS,Harmonized System,43,Furskins and artificial fur; manufactures thereof,A,Annual,A,Annual,USD,US$,2017,,,,6874156.738,"Furskins and artificial fur; manufactures thereof - Hong Kong, China- Ltd.",3477646.271,23184308.47,10,Furskins and artificial fur; manufactures thereof - Malaysia- Ltd.,1031123.511,6874156.738,2402,1,1,1,3.15E+12,100,1
895,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",458,Malaysia,HS,Harmonized System,44,Wood and articles of wood; wood charcoal,A,Annual,A,Annual,USD,US$,2017,,,,14960485.81,"Wood and articles of wood; wood charcoal - Hong Kong, China- Ltd.",390724335.3,2604828902,39,Wood and articles of wood; wood charcoal - Malaysia- Ltd.,2244072.872,14960485.81,2402,1,1,1,3.15E+12,100,1
896,"Bilateral imports by detailed HS codes (2,4,6 digit)",HS_M_0010,"Bilateral imports by detailed HS codes (2,4,6 digit)",344,"Hong Kong, China",458,Malaysia,HS,Harmonized System,48,"Paper and paperboard; articles of paper pulp, of paper or of paperboard",A,Annual,A,Annual,USD,US$,2017,,,,9585603.182,"Paper and paperboard; articles of paper pulp, of paper or of paperboard - Hong Kong, China- Ltd.",106154424.7,707696164.4,44,"Paper and paperboard; articles of paper pulp, of paper or of paperboard - Malaysia- Ltd.",1437840.477,9585603.182,2402,1,1,1,3.15E+12,100,1
